Date,volume,high,low,adjclose,close,open,Row
01/03/2019 2:30:00 PM,1016900,118.949996948,115.010002136,115.720001221,115.720001221,116.540000916,427
04/25/2017 1:30:00 PM,777400,54.419998169,53.619998932,53.630001068,53.630001068,54.369998932,1
04/25/2018 1:30:00 PM,907800,81.839996338,79.120002747,81.410003662,81.410003662,81.639999390,253
05/16/2018 1:30:00 PM,969600,94,91.919998169,92.760002136,92.760002136,92.580001831,268
01/22/2019 2:30:00 PM,1313600,123.730003357,118.839996338,119.860000610,119.860000610,122.440002441,439
05/15/2017 1:30:00 PM,2588000,62.419998169,60.75,61.930000305,61.930000305,60.849998474,15
03/25/2019 1:30:00 PM,1001800,127.879997253,124.300003052,126.160003662,126.160003662,126.900001526,482
06/26/2018 1:30:00 PM,926200,96.949996948,93.690002441,96.349998474,96.349998474,93.720001221,296
07/03/2018 1:30:00 PM,279600,101.519996643,99.739997864,99.940002441,99.940002441,100.599998474,301
09/28/2018 1:30:00 PM,830700,114,111.199996948,111.739997864,111.739997864,113.139999390,362
06/29/2017 1:30:00 PM,1220700,64.25,61.209999084,61.770000458,61.770000458,63.970001221,47
04/26/2018 1:30:00 PM,715600,84.720001221,81.870002747,83.610000610,83.610000610,81.870002747,254
05/30/2018 1:30:00 PM,814400,99.639999390,98.309997559,99.360000610,99.360000610,98.720001221,277
01/07/2019 2:30:00 PM,1659500,128.169998169,123.599998474,123.970001221,123.970001221,125.330001831,429
09/18/2017 1:30:00 PM,609500,76.180000305,75.209999084,75.970001221,75.970001221,75.209999084,102
03/01/2018 2:30:00 PM,629000,82.699996948,80.620002747,81.480003357,81.480003357,81.959999084,215
02/27/2019 2:30:00 PM,1008500,132.350006104,129.009994507,131.160003662,131.160003662,129.199996948,464
08/28/2018 1:30:00 PM,746300,108.199996948,106.510002136,107.75,107.75,106.650001526,340
04/17/2019 1:30:00 PM,1006100,125.099998474,120.690002441,121.309997559,121.309997559,124.839996338,499
03/08/2018 2:30:00 PM,509200,86.319999695,84.540000916,85.730003357,85.730003357,84.540000916,220
11/21/2017 2:30:00 PM,868200,70.830001831,69.550003052,69.680000305,69.680000305,70.190002441,148
01/29/2019 2:30:00 PM,720500,127.279998779,123.849998474,124.660003662,124.660003662,126.519996643,444
06/15/2017 1:30:00 PM,732900,62.150001526,60.75,61.799999237,61.799999237,61.229999542,37
01/26/2018 2:30:00 PM,754100,77.099998474,75.290000916,76.819999695,76.819999695,75.660003662,192
08/16/2017 1:30:00 PM,896500,71.480003357,70.129997253,70.819999695,70.819999695,70.430000305,80
01/11/2019 2:30:00 PM,1099100,121.080001831,118.669998169,119.610000610,119.610000610,121,433
10/24/2017 1:30:00 PM,321200,79.449996948,78.680000305,78.860000610,78.860000610,79.290000916,128
11/20/2018 2:30:00 PM,1134000,106.949996948,99.529998779,104.879997253,104.879997253,100.319999695,399
05/29/2018 1:30:00 PM,1134000,98.930000305,97.599998474,98,98,98.080001831,276
08/21/2017 1:30:00 PM,630400,70.599998474,69.480003357,70.269996643,70.269996643,69.580001831,83
09/17/2018 1:30:00 PM,815700,116.029998779,110.5,110.860000610,110.860000610,115.050003052,353
05/01/2018 1:30:00 PM,1181400,85.610000610,84.25,84.779998779,84.779998779,84.790000916,257
07/11/2017 1:30:00 PM,597500,63.110000610,61.810001373,62.919998169,62.919998169,62.279998779,54
10/03/2017 1:30:00 PM,489900,76.5,75.139999390,75.980003357,75.980003357,75.449996948,113
11/06/2018 2:30:00 PM,1728800,107.720001221,102.849998474,105.029998779,105.029998779,105.940002441,389
05/09/2018 1:30:00 PM,1060100,95.470001221,92.809997559,95.209999084,95.209999084,93.279998779,263
09/22/2017 1:30:00 PM,346300,75.889999390,74.919998169,75.580001831,75.580001831,75.319999695,106
02/11/2019 2:30:00 PM,1902100,123.569999695,120.370002747,120.919998169,120.919998169,122.800003052,453
12/28/2017 2:30:00 PM,361200,70.839996338,70.120002747,70.360000610,70.360000610,70.589996338,173
01/09/2019 2:30:00 PM,1448600,125.389999390,122.639999390,122.910003662,122.910003662,124.709999084,431
10/30/2018 1:30:00 PM,1125500,101.489997864,95.540000916,101.360000610,101.360000610,96.059997559,384
05/04/2017 1:30:00 PM,5166300,63.340000153,57.650001526,58.049999237,58.049999237,61.889999390,8
07/05/2018 1:30:00 PM,475000,101.180000305,99.800003052,101.069999695,101.069999695,100.900001526,302
01/19/2018 2:30:00 PM,522100,74.129997253,72.980003357,73.949996948,73.949996948,73.139999390,187
05/04/2018 1:30:00 PM,1544100,91.860000610,89.980003357,91,91,90.489997864,260
11/13/2018 2:30:00 PM,965400,114.129997253,109.419998169,112.529998779,112.529998779,110.709999084,394
11/08/2017 2:30:00 PM,1538000,71.389999390,69.75,71.25,71.25,70.099998474,139
11/15/2017 2:30:00 PM,566100,72.949996948,70.069999695,70.349998474,70.349998474,70.889999390,144
06/28/2018 1:30:00 PM,919900,97.650001526,93.709999084,97.339996338,97.339996338,93.75,298
12/12/2017 2:30:00 PM,516900,71.599998474,70.419998169,70.669998169,70.669998169,71.160003662,162
05/31/2017 1:30:00 PM,941500,63,61.689998627,62.009998322,62.009998322,62.680000305,26
12/22/2017 2:30:00 PM,291900,70.620002747,69.830001831,70.190002441,70.190002441,70.620002747,170
01/18/2018 2:30:00 PM,531700,74.150001526,72.739997864,73.040000916,73.040000916,73.940002441,186
12/08/2017 2:30:00 PM,459400,72.610000610,71.5,71.589996338,71.589996338,72.279998779,160
02/28/2018 2:30:00 PM,540100,83.120002747,81.349998474,81.669998169,81.669998169,82.25,214
11/09/2018 2:30:00 PM,3137100,118.080001831,111.629997253,114.110000610,114.110000610,118.080001831,392
01/10/2019 2:30:00 PM,1483200,123.739997864,120.800003052,121.699996948,121.699996948,121.629997253,432
08/27/2018 1:30:00 PM,989100,108.889999390,105.610000610,106.480003357,106.480003357,108.339996338,339
09/07/2017 1:30:00 PM,1138700,72.980003357,72.129997253,72.239997864,72.239997864,72.349998474,95
10/25/2018 1:30:00 PM,855000,100.019996643,96.900001526,99.690002441,99.690002441,97.160003662,381
07/12/2017 1:30:00 PM,691600,64.769996643,63.130001068,64.470001221,64.470001221,63.470001221,55
04/23/2019 1:48:17 PM,123508,119.339996338,116.879997253,118.959999084,118.959999084,118.940002441,502
10/12/2018 1:30:00 PM,793300,102.269996643,99.069999695,100.919998169,100.919998169,100.260002136,372
09/11/2017 1:30:00 PM,1303900,75.410003662,73.419998169,74.800003052,74.800003052,73.419998169,97
10/08/2018 1:30:00 PM,1307800,104.860000610,98.480003357,100.669998169,100.669998169,104.440002441,368
01/08/2019 2:30:00 PM,1277800,126.989997864,121.900001526,123.989997864,123.989997864,125.860000610,430
03/22/2018 1:30:00 PM,386100,84.389999390,82.519996643,82.800003052,82.800003052,83.129997253,230
01/18/2019 2:30:00 PM,1258000,124.629997253,121.400001526,123.680000305,123.680000305,122.75,438
06/21/2018 1:30:00 PM,659300,104.690002441,100.589996338,100.889999390,100.889999390,104.239997864,293
05/18/2017 1:30:00 PM,986800,60.909999847,59.610000610,59.689998627,59.689998627,59.880001068,18
12/27/2017 2:30:00 PM,326300,71.25,70.199996948,70.569999695,70.569999695,70.699996948,172
11/15/2018 2:30:00 PM,716000,118.419998169,112.239997864,117.75,117.75,112.330001831,396
03/04/2019 2:30:00 PM,2374500,133.860000610,123.849998474,125.180000305,125.180000305,133.050003052,467
12/14/2017 2:30:00 PM,674400,70.569999695,69.309997559,69.389999390,69.389999390,70.309997559,164
01/17/2018 2:30:00 PM,598800,74.260002136,72.430000305,74.069999695,74.069999695,73.199996948,185
05/01/2017 1:30:00 PM,817500,54.240001678,53.5,54.110000610,54.110000610,53.75,5
09/19/2018 1:30:00 PM,680900,113.879997253,109.569999695,111.160003662,111.160003662,113.580001831,355
04/09/2019 1:30:00 PM,473200,124.75,122.440002441,123.239997864,123.239997864,122.440002441,493
06/27/2017 1:30:00 PM,880100,66.5,64.459999084,64.470001221,64.470001221,65.75,45
04/03/2019 1:30:00 PM,735400,131.990005493,129.410003662,129.919998169,129.919998169,130.350006104,489
01/31/2019 2:30:00 PM,1991300,131.729995728,123.029998779,127.839996338,127.839996338,124.239997864,446
07/10/2018 1:30:00 PM,367600,104.949996948,103.699996948,103.889999390,103.889999390,104.199996948,305
07/25/2017 1:30:00 PM,576700,65.430000305,63.990001678,64.930000305,64.930000305,64.440002441,64
05/25/2017 1:30:00 PM,3426500,66.860000610,61.770000458,64.150001526,64.150001526,62,23
03/12/2018 1:30:00 PM,1183300,87.389999390,86.319999695,86.410003662,86.410003662,86.730003357,222
10/09/2018 1:30:00 PM,765100,102.970001221,99.239997864,101.360000610,101.360000610,100.559997559,369
08/07/2017 1:30:00 PM,1561000,71.400001526,70.059997559,70.620002747,70.620002747,71.050003052,73
04/28/2017 1:30:00 PM,585300,53.880001068,53.220001221,53.680000305,53.680000305,53.430000305,4
04/15/2019 1:30:00 PM,596600,126.610000610,124.139999390,125.849998474,125.849998474,124.489997864,497
05/25/2018 1:30:00 PM,1125700,99.620002747,97.959999084,98.559997559,98.559997559,98.029998779,275
10/19/2018 1:30:00 PM,599600,103.440002441,99.639999390,99.639999390,99.639999390,102.639999390,377
01/23/2018 2:30:00 PM,722200,74.319999695,72.709999084,73.569999695,73.569999695,74.110000610,189
10/18/2017 1:30:00 PM,325700,79.730003357,78.599998474,78.669998169,78.669998169,79.5,124
10/18/2018 1:30:00 PM,541700,104.980003357,100.989997864,101.959999084,101.959999084,104.050003052,376
08/09/2017 1:30:00 PM,1131700,70.300003052,68.540000916,69.860000610,69.860000610,69.110000610,75
10/05/2017 1:30:00 PM,695900,77.300003052,76.029998779,76.900001526,76.900001526,76.410003662,115
01/04/2019 2:30:00 PM,1499700,125.319999695,116.800003052,124.830001831,124.830001831,117.779998779,428
02/12/2019 2:30:00 PM,2335000,126.169998169,121.5,125.779998779,125.779998779,121.75,454
05/21/2018 1:30:00 PM,647600,95.580001831,93.620002747,93.790000916,93.790000916,95,271
07/24/2018 1:30:00 PM,560100,112.419998169,107.569999695,108.319999695,108.319999695,112.029998779,315
08/09/2018 1:30:00 PM,746100,104.449996948,100.760002136,103.669998169,103.669998169,101,327
06/08/2017 1:30:00 PM,685500,63.270000458,61.599998474,63.189998627,63.189998627,62.090000153,32
08/29/2018 1:30:00 PM,1138700,111.589996338,107.389999390,111.309997559,111.309997559,107.389999390,341
05/15/2018 1:30:00 PM,544900,93.220001221,91.099998474,92.489997864,92.489997864,91.650001526,267
11/30/2018 2:30:00 PM,1194700,125.5,122.279998779,124.639999390,124.639999390,122.5,406
11/29/2017 2:30:00 PM,927000,70.919998169,68.370002747,68.959999084,68.959999084,70.919998169,153
11/27/2018 2:30:00 PM,1013300,113.559997559,110.650001526,112.459999084,112.459999084,111.620002747,403
01/25/2018 2:30:00 PM,970100,76.069999695,73.5,74.949996948,74.949996948,73.610000610,191
11/10/2017 2:30:00 PM,685200,72.370002747,71.080001831,72.150001526,72.150001526,71.379997253,141
10/27/2017 1:30:00 PM,660400,80.75,78.680000305,79.339996338,79.339996338,79.830001831,131
01/14/2019 2:30:00 PM,803000,119.419998169,117.5,117.510002136,117.510002136,118.160003662,434
05/02/2017 1:30:00 PM,1203100,54.849998474,53.650001526,54.779998779,54.779998779,54.159999847,6
12/15/2017 2:30:00 PM,893000,71.010002136,69.209999084,70.629997253,70.629997253,69.559997559,165
08/01/2018 1:30:00 PM,918300,106.980003357,105.120002747,106.139999390,106.139999390,106.410003662,321
06/29/2018 1:30:00 PM,459400,98.669998169,97.089996338,97.75,97.75,97.730003357,299
04/27/2017 1:30:00 PM,739100,54.130001068,53.349998474,53.479999542,53.479999542,53.799999237,3
02/27/2018 2:30:00 PM,601000,83.949996948,81.760002136,81.760002136,81.760002136,83.449996948,213
06/06/2017 1:30:00 PM,826400,62.970001221,61.799999237,61.970001221,61.970001221,61.959999084,30
02/09/2018 2:30:00 PM,1140200,77.970001221,73.379997253,77.349998474,77.349998474,76.589996338,202
01/23/2019 2:30:00 PM,1339700,124.099998474,120.459999084,121.139999390,121.139999390,121.260002136,440
08/06/2018 1:30:00 PM,904300,104.870002747,102.639999390,103.940002441,103.940002441,102.639999390,324
04/01/2019 1:30:00 PM,838600,129.610000610,126.230003357,129.429992676,129.429992676,129.110000610,487
03/22/2019 1:30:00 PM,1578000,136.309997559,127.699996948,127.849998474,127.849998474,135.660003662,481
03/15/2018 1:30:00 PM,561500,85.139999390,83.519996643,84.540000916,84.540000916,84.910003662,225
11/21/2018 2:30:00 PM,804300,109.489997864,106.279998779,107.610000610,107.610000610,107.190002441,400
02/16/2018 2:30:00 PM,1279600,84.629997253,81.199996948,82.150001526,82.150001526,83.319999695,207
05/22/2017 1:30:00 PM,1249800,60.909999847,59.5,60.439998627,60.439998627,60.209999084,20
09/14/2017 1:30:00 PM,601900,75.889999390,74.730003357,75.230003357,75.230003357,75.279998779,100
03/07/2019 2:30:00 PM,835200,125.620002747,121.900001526,123.610000610,123.610000610,122.809997559,470
06/13/2018 1:30:00 PM,745500,102.580001831,100.099998474,101.300003052,101.300003052,102.069999695,287
03/06/2018 2:30:00 PM,874400,86.660003662,83.699996948,84.360000610,84.360000610,86,218
12/26/2018 2:30:00 PM,841300,118.919998169,110.889999390,118.800003052,118.800003052,110.889999390,422
12/11/2018 2:30:00 PM,985000,130.130004883,126.290000916,127.410003662,127.410003662,129.399993896,412
09/20/2018 1:30:00 PM,619700,113.540000916,110.220001221,111.730003357,111.730003357,111.199996948,356
03/28/2018 1:30:00 PM,749200,81.580001831,79.029998779,79.199996948,79.199996948,81.489997864,234
08/23/2017 1:30:00 PM,439300,72,71.029998779,71.529998779,71.529998779,71.120002747,85
03/21/2019 1:30:00 PM,661600,136.919998169,132.619995117,136.639999390,136.639999390,132.630004883,480
01/05/2018 2:30:00 PM,537600,70.930000305,70.150001526,70.279998779,70.279998779,70.699996948,178
08/10/2017 1:30:00 PM,1132700,69.819999695,67.419998169,67.970001221,67.970001221,69.5,76
06/14/2017 1:30:00 PM,942800,62.939998627,61.119998932,62.119998932,62.119998932,62.369998932,36
11/30/2017 2:30:00 PM,670400,70.559997559,68.870002747,70.300003052,70.300003052,69.199996948,154
03/19/2018 1:30:00 PM,926000,83.089996338,81.139999390,82.559997559,82.559997559,82.790000916,227
09/04/2018 1:30:00 PM,748200,114.440002441,111.180000305,114.050003052,114.050003052,111.430000305,344
03/06/2019 2:30:00 PM,523200,125.589996338,122.010002136,123.099998474,123.099998474,123.980003357,469
05/23/2018 1:30:00 PM,686800,95.860000610,93.319999695,95.819999695,95.819999695,93.319999695,273
09/26/2017 1:30:00 PM,415400,74.699996948,73.180000305,73.830001831,73.830001831,74.220001221,108
10/17/2017 1:30:00 PM,371200,79.040000916,78.360000610,79.019996643,79.019996643,78.410003662,123
03/05/2019 2:30:00 PM,1063000,125,121.260002136,124.5,124.5,124.569999695,468
09/12/2018 1:30:00 PM,583400,115.639999390,113,115.089996338,115.089996338,114.610000610,350
07/06/2017 1:30:00 PM,767700,62.099998474,60.930000305,61.270000458,61.270000458,61.5,51
09/27/2018 1:30:00 PM,559400,115.449996948,113.260002136,113.330001831,113.330001831,114.860000610,361
06/20/2018 1:30:00 PM,636300,105.779998779,103.900001526,104.129997253,104.129997253,104.319999695,292
07/09/2018 1:30:00 PM,434100,104.790000916,102.089996338,103.819999695,103.819999695,103.260002136,304
10/02/2018 1:30:00 PM,752200,111.669998169,106.430000305,106.989997864,106.989997864,111.669998169,364
09/10/2018 1:30:00 PM,1093800,115.540000916,111.809997559,112.510002136,112.510002136,115.220001221,348
08/02/2018 1:30:00 PM,1431300,110.629997253,105.559997559,110.160003662,110.160003662,105.599998474,322
08/30/2018 1:30:00 PM,574100,112.269996643,110.169998169,110.989997864,110.989997864,110.680000305,342
08/08/2018 1:30:00 PM,882400,103.239997864,101.339996338,101.449996948,101.449996948,103.239997864,326
06/01/2018 1:30:00 PM,1022900,99.75,98.120002747,98.529998779,98.529998779,98.900001526,279
01/22/2018 2:30:00 PM,685400,74.660003662,73.430000305,74.419998169,74.419998169,73.970001221,188
11/08/2018 2:30:00 PM,1899400,125.5,119.010002136,119.660003662,119.660003662,121.989997864,391
09/08/2017 1:30:00 PM,656400,72.980003357,71.800003052,72.849998474,72.849998474,72.389999390,96
04/26/2017 1:30:00 PM,591900,53.950000763,53.029998779,53.650001526,53.650001526,53.619998932,2
03/12/2019 1:30:00 PM,813700,129.929992676,126.290000916,128.5,128.5,127.050003052,473
11/17/2017 2:30:00 PM,858300,70.959999084,69.610000610,70.190002441,70.190002441,70.349998474,146
08/08/2017 1:30:00 PM,973200,70.669998169,69.529998779,69.940002441,69.940002441,70.139999390,74
07/20/2018 1:30:00 PM,438200,111.709999084,110.319999695,110.599998474,110.599998474,110.559997559,313
02/21/2018 2:30:00 PM,644300,84.120002747,82.120002747,82.160003662,82.160003662,82.589996338,209
10/05/2018 1:30:00 PM,1025500,107.730003357,102.739997864,105.699996948,105.699996948,105.690002441,367
10/11/2018 1:30:00 PM,1545100,98.720001221,94.809997559,97.150001526,97.150001526,95.580001831,371
02/22/2019 2:30:00 PM,1040300,133.139999390,130.529998779,132.869995117,132.869995117,130.660003662,461
05/17/2018 1:30:00 PM,998200,94.839996338,92.080001831,93.489997864,93.489997864,92.080001831,269
09/13/2017 1:30:00 PM,881600,76.269996643,75.330001831,75.410003662,75.410003662,75.629997253,99
04/12/2019 1:30:00 PM,1150600,126.360000610,122.919998169,124,124,126.050003052,496
07/26/2018 1:30:00 PM,421000,111.470001221,109.309997559,111.019996643,111.019996643,109.839996338,317
01/09/2018 2:30:00 PM,433300,71.209999084,69.949996948,70.800003052,70.800003052,70.739997864,180
12/14/2018 2:30:00 PM,651500,131.050003052,127.680000305,128.880004883,128.880004883,129.809997559,415
02/26/2018 2:30:00 PM,651600,84.330001831,82.800003052,83.449996948,83.449996948,83.389999390,212
06/22/2018 1:30:00 PM,1303500,100.580001831,96.629997253,97.180000305,97.180000305,100,294
11/26/2018 2:30:00 PM,735000,113.209999084,108.860000610,112.529998779,112.529998779,111.319999695,402
03/26/2018 1:30:00 PM,339800,84.269996643,82.230003357,84.239997864,84.239997864,82.660003662,232
05/31/2018 1:30:00 PM,738700,99.800003052,98.660003662,98.870002747,98.870002747,99.319999695,278
09/25/2017 1:30:00 PM,559200,75.870002747,73.269996643,73.889999390,73.889999390,75.580001831,107
11/14/2018 2:30:00 PM,554600,116.339996338,111.760002136,112.459999084,112.459999084,114.550003052,395
10/30/2017 1:30:00 PM,707000,80.139999390,79,79.529998779,79.529998779,79,132
01/24/2019 2:30:00 PM,1455200,123.760002136,120.919998169,121.760002136,121.760002136,121.769996643,441
11/23/2018 2:30:00 PM,217700,109.199996948,105.930000305,108.599998474,108.599998474,106.139999390,401
12/10/2018 2:30:00 PM,742800,128.300003052,122.849998474,127.129997253,127.129997253,122.849998474,411
05/11/2018 1:30:00 PM,633200,95.760002136,94.319999695,95,95,95.010002136,265
11/22/2017 2:30:00 PM,959200,69.690002441,68.599998474,69.430000305,69.430000305,69.680000305,149
02/13/2018 2:30:00 PM,829500,80.550003052,78.389999390,79.800003052,79.800003052,78.760002136,204
10/23/2018 1:30:00 PM,497900,101.819999695,97.669998169,101.449996948,101.449996948,98.529998779,379
06/02/2017 1:30:00 PM,650700,63,62.020000458,62.680000305,62.680000305,62.369998932,28
08/14/2018 1:30:00 PM,515400,103.459999084,101.300003052,103.190002441,103.190002441,102.440002441,330
02/15/2018 2:30:00 PM,782700,83.779998779,80.889999390,83.319999695,83.319999695,82.730003357,206
04/19/2018 1:30:00 PM,727600,84.970001221,83.730003357,84.389999390,84.389999390,84.569999695,249
04/23/2018 1:30:00 PM,869700,85.489997864,83.970001221,84.870002747,84.870002747,83.970001221,251
07/27/2017 1:30:00 PM,701200,66.089996338,63.720001221,64.870002747,64.870002747,65.5,66
08/17/2018 1:30:00 PM,1154600,100.800003052,98.199996948,98.540000916,98.540000916,100.800003052,333
10/22/2018 1:30:00 PM,955900,101.5,98.099998474,100.739997864,100.739997864,100.120002747,378
05/08/2018 1:30:00 PM,996700,93.709999084,90.309997559,93.099998474,93.099998474,90.629997253,262
12/29/2017 2:30:00 PM,518100,70.410003662,69,69.199996948,69.199996948,70.239997864,174
01/28/2019 2:30:00 PM,972500,128.119995117,125.550003052,125.959999084,125.959999084,127.25,443
03/27/2019 1:30:00 PM,1006900,127.949996948,120.760002136,122.800003052,122.800003052,127.25,484
02/07/2019 2:30:00 PM,1334300,123.949996948,119.809997559,121.540000916,121.540000916,123.099998474,451
05/26/2017 1:30:00 PM,1204100,64.889999390,63.049999237,63.560001373,63.560001373,63.860000610,24
04/24/2017 1:30:00 PM,1349500,54.569999695,53,53.979999542,53.979999542,54.360000610,0
07/19/2018 1:30:00 PM,485100,111.199996948,110.290000916,110.459999084,110.459999084,110.949996948,312
07/11/2018 1:30:00 PM,574700,106.720001221,104.300003052,106.290000916,106.290000916,105.290000916,306
04/27/2018 1:30:00 PM,807700,84.260002136,82.769996643,84.089996338,84.089996338,83.680000305,255
10/09/2017 1:30:00 PM,428700,77.769996643,77.150001526,77.650001526,77.650001526,77.440002441,117
04/10/2018 1:30:00 PM,692800,79.319999695,77.319999695,78.860000610,78.860000610,78.970001221,242
02/20/2019 2:30:00 PM,1716000,128.529998779,125.260002136,127.040000916,127.040000916,126.669998169,459
06/26/2017 1:30:00 PM,925900,67.099998474,65.75,66.050003052,66.050003052,66.790000916,44
01/11/2018 2:30:00 PM,1022900,74.580001831,73,73.699996948,73.699996948,73,182
12/21/2017 2:30:00 PM,447000,70.900001526,70.260002136,70.75,70.75,70.489997864,169
01/30/2018 2:30:00 PM,594000,77.25,75.580001831,76.059997559,76.059997559,76.019996643,194
02/08/2018 2:30:00 PM,1345500,79.089996338,76.050003052,76.150001526,76.150001526,78.300003052,201
03/13/2019 1:30:00 PM,941600,131.470001221,128.5,129.770004272,129.770004272,129.279998779,474
08/28/2017 1:30:00 PM,492800,72.139999390,71.190002441,71.680000305,71.680000305,72,88
10/17/2018 1:30:00 PM,451200,105.680000305,103.230003357,104.480003357,104.480003357,105,375
06/05/2018 1:30:00 PM,793600,101.430000305,99.660003662,100.660003662,100.660003662,99.660003662,281
